"pid","hid_panel","cid_panel","syear_panel","sample1_panel","inputdataset_panel","ple0010_h_panel","pla0009_h_panel","plh0258_v9_panel","plj0626_panel","plj0680_h_panel","plm0529_panel","plh0007_panel","plm0564_panel","plh0011_v2_panel","plh0012_h_panel","plm0663_panel","plm0664_panel","plm0665_panel","plm0666_panel","plm0667_panel","plm0668_panel","plm0672_panel","plm0673_panel","plm0674_panel","plm0675_panel","plj0606_panel","plj0607_panel","plj0608_panel","plj0609_panel","plj0610_panel","plj0611_panel","plj0612_panel","plj0613_panel","plj0614_panel","plj0615_panel","plj0616_panel","plj0617_panel","plj0618_panel","plj0619_panel","plj0620_panel","plj0621_panel","plj0622_panel","plj0623_panel","plj0624_panel","plj0625_panel","bgp143_bgp","bip_518_q106_bip","lr3078_bio","lr3079_bio","lb0228_bio","lr3041_bio","lr3046_bio","lr3130_bio","lr3122_bio","lr3123_bio","lr3124_bio","lr3125_bio","lr3126_bio","lr3127_bio","lr3128_bio","lr3129_bio","lr3136_bio","lr3137_bio","lr3138_bio","lr3139_bio","lr3140_bio","lr3141_bio","lr3142_bio","lr3143_bio","lr3144_bio","lr3145_bio","lr3146_bio","lm0623_bio","lm0624_bio","lr3147_bio","lr3148_bio","lr3149_bio","lr3150_bio","lr3151_bio","lr3152_bio","lr3153_bio","lr3154_bio","lr3155_bio","lr3156_bio","lr3157_bio","lr3158_bio","lr3159_bio","lr3160_bio","lr3161_bio","lr3162_bio","lr3163_bio","lr3164_bio","lr3165_bio","lr3166_bio","lr3167_bio"
38211401,3821145,3821145,2017,31,"bhp",1986,2,-5,2,3,7,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,5,5,2015,1,-2,1,1,-2,-2,1,-2,1,1,-2,1,1,1,-2,-2,-2,-2,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38211401,3821145,3821145,2018,31,"bip",1986,2,-5,2,3,1,4,4,2,-2,5,1,3,4,4,4,5,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,5,5,2015,1,-2,1,1,-2,-2,1,-2,1,1,-2,1,1,1,-2,-2,-2,-2,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38212501,3821250,3821250,2016,31,"bgp",1973,1,4,2,1,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,3,0,0,0,1,7,7,10,0,10,10,10,10,7,7,1,1,1,3,1,1,1,2,4,-1,2015,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38212501,3821250,3821250,2017,31,"bhp",1973,1,-5,2,1,1,3,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,1,1,2,4,-1,2015,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38212501,3821250,3821250,2018,31,"bip",1973,1,-5,2,7,1,3,3,2,-2,5,3,3,4,4,2,2,9,9,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,1,1,2,4,-1,2015,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38214202,3821420,3821420,2016,31,"bgp",1975,2,4,2,1,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,2,-1,-1,-1,2,-1,-1,7,10,0,10,10,10,10,7,7,1,1,1,4,19,4,4,2,3,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38214202,3821420,3821420,2017,31,"bhp",1975,2,-5,2,3,2,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,2,3,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38214202,3821420,3821420,2018,31,"bip",1975,2,-5,2,3,2,3,3,2,-2,4,2,3,1,1,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,2,3,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38216001,3821609,3821609,2016,31,"bgp",1970,1,4,2,1,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,1,1,7,0,0,10,10,10,10,1,1,1,1,7,2,19,4,3,2,3,2,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2
38216001,3821609,3821609,2017,31,"bhp",1970,1,-5,2,3,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,4,3,2,3,2,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2
38216001,3821609,3821609,2018,31,"bip",1970,1,-5,2,3,2,3,3,2,-2,4,2,3,4,4,4,10,9,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,4,3,2,3,2,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2
38216002,3821609,3821609,2016,31,"bgp",1977,2,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,1,1,7,7,1,10,10,10,10,7,7,4,1,4,4,19,4,4,1,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38216002,3821609,3821609,2017,31,"bhp",1977,2,-5,2,3,4,3,3,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38216002,3821609,3821609,2018,31,"bip",1977,2,-5,2,3,3,2,2,-1,-2,4,1,3,1,1,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38216201,3821625,3821625,2016,31,"bgp",1973,1,4,2,3,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,4,1,1,7,5,0,10,10,10,10,7,7,1,1,4,2,19,-2,-2,2,-1,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,-2
38216201,3821625,3821625,2017,31,"bhp",1973,1,-5,2,3,3,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,-2,-2,2,-1,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,-2
38216201,3821625,3821625,2018,31,"bip",1973,1,-5,2,3,3,1,1,1,2,2,5,3,1,1,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,-2,-2,2,-1,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,-2
38216701,3821676,3821676,2016,31,"bgp",1983,1,4,2,1,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,1,5,1,1,7,10,0,10,10,10,10,7,7,1,1,1,2,10,5,5,2,3,3,2015,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,-2,-2,-2,-2,-2,-2,1,-1,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38216701,3821676,3821676,2017,31,"bhp",1983,1,-5,2,1,1,3,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,10,5,5,2,3,3,2015,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,-2,-2,-2,-2,-2,-2,1,-1,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38216701,3821676,3821676,2018,31,"bip",1983,1,-5,2,1,2,3,3,2,-2,4,1,3,1,1,4,9,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,10,5,5,2,3,3,2015,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,-2,-2,-2,-2,-2,-2,1,-1,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217101,3821714,3821714,2016,31,"bgp",1969,1,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,-1,2,4,4,4,1,4,7,8,0,9,8,10,9,7,6,4,1,4,4,19,4,4,1,3,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217101,3821714,3821714,2017,31,"bhp",1969,1,-5,2,3,4,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,3,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217101,3821714,3821714,2018,31,"bip",1969,1,-5,2,3,4,4,4,1,2,2,5,2,1,1,4,8,9,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,3,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217102,3821714,3821714,2016,31,"bgp",1970,2,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,1,5,6,9,0,9,10,10,10,7,7,4,1,4,4,19,4,4,1,3,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217102,3821714,3821714,2017,31,"bhp",1970,2,-5,2,3,2,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,3,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217102,3821714,3821714,2018,31,"bip",1970,2,-5,2,3,2,4,3,1,2,4,3,2,1,1,4,7,9,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,3,3,2014,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217201,3821722,3821722,2016,31,"bgp",1981,1,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-1,-1,-1,0,2,1,4,7,10,0,10,10,10,10,5,5,4,1,7,4,19,2,2,2,4,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,1,1,-2,-2,-2,-2,-2,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217201,3821722,3821722,2017,31,"bhp",1981,1,-5,2,3,2,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,2,2,2,4,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,1,1,-2,-2,-2,-2,-2,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38217201,3821722,3821722,2018,31,"bip",1981,1,-5,2,3,3,3,4,2,-2,4,2,3,1,1,4,9,10,9,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,2,2,2,4,3,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,1,1,-2,-2,-2,-2,-2,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38219101,3821919,3821919,2016,31,"bgp",1995,1,4,1,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,3,3,-1,-1,1,-1,-1,2,2,10,-1,-1,8,6,5,5,1,7,4,19,2,1,2,3,2,2015,-2,-2,-2,-2,-2,1,-2,-2,1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38219101,3821919,3821919,2017,31,"bhp",1995,1,-5,1,3,2,3,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,2,1,2,3,2,2015,-2,-2,-2,-2,-2,1,-2,-2,1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38219101,3821919,3821919,2018,31,"bip",1995,1,-5,1,2,3,4,4,1,2,4,3,1,1,1,4,9,8,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,2,1,2,3,2,2015,-2,-2,-2,-2,-2,1,-2,-2,1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38219201,3821927,3821927,2016,31,"bgp",1967,1,4,2,3,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,3,0,3,1,7,7,7,0,10,10,10,10,7,7,1,7,1,3,22,4,4,1,1,1,2013,-2,-2,1,-2,-2,1,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-1,-2,21,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38219201,3821927,3821927,2017,31,"bhp",1967,1,-5,2,3,5,2,2,-1,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,22,4,4,1,1,1,2013,-2,-2,1,-2,-2,1,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-1,-2,21,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38219201,3821927,3821927,2018,31,"bip",1967,1,-5,2,-2,5,2,1,1,5,1,5,2,1,1,4,8,8,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,22,4,4,1,1,1,2013,-2,-2,1,-2,-2,1,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-1,-2,21,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38223701,3822370,3822370,2016,31,"bgp",1981,1,7,2,3,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,-1,-1,-1,-1,-1,7,1,7,6,0,10,7,10,10,5,5,1,1,1,2,19,3,3,1,3,3,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38223701,3822370,3822370,2017,31,"bhp",1981,1,-5,2,3,3,2,2,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,3,3,1,3,3,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38223701,3822370,3822370,2018,31,"bip",1981,1,-5,2,3,3,1,1,1,1,3,4,2,1,1,3,6,6,8,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,3,3,1,3,3,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38224101,3822419,3822419,2016,31,"bgp",1994,1,4,1,3,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,7,8,3,7,7,7,8,10,10,10,10,10,7,7,2,5,5,3,19,4,4,1,2,2,2015,1,-2,1,-2,1,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38224101,3822419,3822419,2017,31,"bhp",1994,1,-5,1,3,3,3,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,4,4,1,2,2,2015,1,-2,1,-2,1,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38224101,3822419,3822419,2018,31,"bip",1994,1,-5,1,-2,3,3,3,2,-2,2,3,1,1,1,4,5,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,4,4,1,2,2,2015,1,-2,1,-2,1,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38225601,3822567,3822567,2016,31,"bgp",1992,1,7,2,2,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,0,0,0,1,1,1,6,7,8,0,10,10,10,8,5,5,7,5,5,3,10,1,5,1,3,3,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38225601,3822567,3822567,2017,31,"bhp",1992,1,-5,2,3,3,4,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,10,1,5,1,3,3,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38225601,3822567,3822567,2018,31,"bip",1992,1,-5,2,3,3,3,3,2,-2,4,1,3,1,2,4,2,8,8,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,10,1,5,1,3,3,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38226401,3822648,3822648,2016,31,"bgp",1972,2,4,2,3,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,1,-1,1,3,1,-2,-2,2,-2,4,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38226401,3822648,3822648,2017,31,"bhp",1972,2,-5,2,3,2,3,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,-2,-2,2,-2,4,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38226401,3822648,3822648,2018,31,"bip",1972,2,-5,2,3,2,4,2,2,-2,3,1,3,2,4,4,9,9,8,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,-2,-2,2,-2,4,2013,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38228601,3822869,3822869,2016,31,"bgp",1967,1,7,2,3,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,0,0,1,1,5,7,9,1,9,10,10,8,6,6,4,2,5,2,19,4,4,1,2,2,2014,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-1,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38228601,3822869,3822869,2017,31,"bhp",1967,1,-5,2,3,3,3,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,4,4,1,2,2,2014,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-1,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38228601,3822869,3822869,2018,31,"bip",1967,1,-5,2,3,3,2,3,2,-2,4,2,3,1,1,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,4,4,1,2,2,2014,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-1,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
